1774655523.525098 server started (50238): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1774655523.525152 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jan 19 22:00:10 PST 2026; root:xnu-11417.140.69.708.3~1/RELEASE_X86_64
1774655523.525172 using libevent 2.1.12-stable select
1774655523.525190 using utf8proc 2.11.3
1774655523.525203 using ncurses 6.5 20240427
1774655523.528182 yylex_token: --
1774655523.528188 yylex_token: end at WS
1774655523.528193 yylex_token: %%
1774655523.528201 cmd_parse_build_commands 0:0: bind
1774655523.528206 cmd_parse_build_commands 0:1: -N
1774655523.528211 cmd_parse_build_commands 0:2: Rename current session
1774655523.528217 cmd_parse_build_commands 0:3: $
1774655523.528223 cmd_parse_build_commands 0:4 0:0: command-prompt
1774655523.528229 cmd_parse_build_commands 0:4 0:1: -I#S
1774655523.528235 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1774655523.528241 cmd_parse_build_commands 0:4 0:2 0:1: --
1774655523.528246 cmd_parse_build_commands 0:4 0:2 0:2: %%
1774655523.528255 cmd_parse_build_commands 0:0: command-prompt
1774655523.528261 cmd_parse_build_commands 0:1: -I#S
1774655523.528267 cmd_parse_build_commands 0:2 0:0: rename-session
1774655523.528272 cmd_parse_build_commands 0:2 0:1: --
1774655523.528278 cmd_parse_build_commands 0:2 0:2: %%
1774655523.528285 cmd_parse_build_commands 0:0: rename-session
1774655523.528291 cmd_parse_build_commands 0:1: --
1774655523.528297 cmd_parse_build_commands 0:2: %%
1774655523.528305 args_parse_flags: next --
1774655523.528311 args_parse: flags end at 2 of 3
1774655523.528317 args_parse: 2 = %% (type STRING)
1774655523.528328 cmd_parse_build_commands: rename-session "%%"
1774655523.528334 args_parse_flags: next -I#S
1774655523.528341 args_parse_flag_argument: -I = #S
1774655523.528347 args_parse: flags end at 2 of 3
1774655523.528355 args_parse: 2 = rename-session "%%" (type COMMANDS)
1774655523.528371 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1774655523.528379 args_parse_flags: next -N
1774655523.528384 args_parse_flag_argument: -N = Rename current session
1774655523.528389 args_parse_flags: next $
1774655523.528395 args_parse: flags end at 3 of 5
1774655523.528400 args_parse: 3 = $ (type STRING)
1774655523.528411 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1774655523.528441 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1774655523.528453 cmdq_get_command: [bind-key/0x7fea94f08e90] group 62
1774655523.528458 cmdq_append <global>: [bind-key/0x7fea94f08e90]
1774655523.528465 yylex_token: end at WS
1774655523.528470 yylex_token: bind
1774655523.528476 yylex_token: end at WS
1774655523.528481 yylex_token: -N
1774655523.528488 yylex_token: end at WS
1774655523.528494 yylex_token: Split window horizontally
1774655523.528499 yylex_get_word: %
1774655523.528506 yylex_token: end at WS
1774655523.528511 yylex_token: split-window
1774655523.528516 yylex_token: end at WS
1774655523.528522 yylex_token: -h
1774655523.528529 cmd_parse_build_commands 0:0: bind
1774655523.528535 cmd_parse_build_commands 0:1: -N
1774655523.528540 cmd_parse_build_commands 0:2: Split window horizontally
1774655523.528545 cmd_parse_build_commands 0:3: %
1774655523.528551 cmd_parse_build_commands 0:4 0:0: split-window
1774655523.528556 cmd_parse_build_commands 0:4 0:1: -h
1774655523.528564 cmd_parse_build_commands 0:0: split-window
1774655523.528570 cmd_parse_build_commands 0:1: -h
1774655523.528579 args_parse_flags: next -h
1774655523.528585 args_parse_flags: -h
1774655523.528591 args_parse: flags end at 2 of 2
1774655523.528599 cmd_parse_build_commands: split-window -h
1774655523.528605 args_parse_flags: next -N
1774655523.528611 args_parse_flag_argument: -N = Split window horizontally
1774655523.528616 args_parse_flags: next %
1774655523.528621 args_parse: flags end at 3 of 5
1774655523.528627 args_parse: 3 = % (type STRING)
1774655523.528634 args_parse: 4 = split-window -h (type COMMANDS)
1774655523.528648 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1774655523.528656 cmdq_get_command: [bind-key/0x7fea94f095c0] group 74
1774655523.528662 cmdq_append <global>: [bind-key/0x7fea94f095c0]
1774655523.528668 yylex_token: end at WS
1774655523.528673 yylex_token: bind
1774655523.528679 yylex_token: end at WS
1774655523.528684 yylex_token: -N
1774655523.528691 yylex_token: end at WS
1774655523.528697 yylex_token: Kill current window
1774655523.528702 yylex_token: end at WS
1774655523.528707 yylex_token: &
1774655523.528713 yylex_token: end at WS
1774655523.528718 yylex_token: confirm-before
1774655523.528725 yylex_token: end at WS
1774655523.528731 yylex_token: -pkill-window #W? (y/n)
1774655523.528738 yylex_token: end at WS
1774655523.528743 yylex_token: kill-window
1774655523.528750 cmd_parse_build_commands 0:0: bind
1774655523.528756 cmd_parse_build_commands 0:1: -N
1774655523.528761 cmd_parse_build_commands 0:2: Kill current window
1774655523.528766 cmd_parse_build_commands 0:3: &
1774655523.528773 cmd_parse_build_commands 0:4 0:0: confirm-before
1774655523.528779 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1774655523.528785 cmd_parse_build_commands 0:4 0:2: kill-window
1774655523.528792 cmd_parse_build_commands 0:0: confirm-before
1774655523.528798 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1774655523.528803 cmd_parse_build_commands 0:2: kill-window
1774655523.528811 args_parse_flags: next -pkill-window #W? (y/n)
1774655523.528817 args_parse_flag_argument: -p = kill-window #W? (y/n)
1774655523.528822 args_parse_flags: next kill-window
1774655523.528828 args_parse: flags end at 2 of 3
1774655523.528834 args_parse: 2 = kill-window (type STRING)
1774655523.528846 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1774655523.528853 args_parse_flags: next -N
1774655523.528859 args_parse_flag_argument: -N = Kill current window
1774655523.528864 args_parse_flags: next &
1774655523.528870 args_parse: flags end at 3 of 5
1774655523.528876 args_parse: 3 = & (type STRING)
1774655523.528886 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1774655523.528902 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1774655523.528911 cmdq_get_command: [bind-key/0x7fea94f09840] group 82
1774655523.528929 cmdq_append <global>: [bind-key/0x7fea94f09840]
1774655523.528935 yylex_token: end at WS
1774655523.528941 yylex_token: bind
1774655523.528947 yylex_token: end at WS
1774655523.528952 yylex_token: -N
1774655523.528960 yylex_token: end at WS
1774655523.528965 yylex_token: Prompt for window index to select
1774655523.528971 yylex_token: end at WS
1774655523.528976 yylex_token: '
1774655523.528983 yylex_token: end at WS
1774655523.528988 yylex_token: command-prompt
1774655523.528993 yylex_token: end at WS
1774655523.528998 yylex_token: -T
1774655523.529004 yylex_token: end at WS
1774655523.529010 yylex_token: window-target
1774655523.529015 yylex_token: end at WS
1774655523.529021 yylex_token: -pindex
1774655523.529027 yylex_token: end at WS
1774655523.529032 yylex_token: select-window
1774655523.529038 yylex_token: end at WS
1774655523.529043 yylex_token: -t
1774655523.529049 yylex_token: end at WS
1774655523.529054 yylex_token: :%%
1774655523.529066 cmd_parse_build_commands 0:0: bind
1774655523.529072 cmd_parse_build_commands 0:1: -N
1774655523.529078 cmd_parse_build_commands 0:2: Prompt for window index to select
1774655523.529083 cmd_parse_build_commands 0:3: '
1774655523.529089 cmd_parse_build_commands 0:4 0:0: command-prompt
1774655523.529095 cmd_parse_build_commands 0:4 0:1: -T
1774655523.529101 cmd_parse_build_commands 0:4 0:2: window-target
1774655523.529107 cmd_parse_build_commands 0:4 0:3: -pindex
1774655523.529113 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1774655523.529119 cmd_parse_build_commands 0:4 0:4 0:1: -t
1774655523.529125 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1774655523.529133 cmd_parse_build_commands 0:0: command-prompt
1774655523.529139 cmd_parse_build_commands 0:1: -T
1774655523.529144 cmd_parse_build_commands 0:2: window-target
1774655523.529149 cmd_parse_build_commands 0:3: -pindex
1774655523.529155 cmd_parse_build_commands 0:4 0:0: select-window
1774655523.529160 cmd_parse_build_commands 0:4 0:1: -t
1774655523.529166 cmd_parse_build_commands 0:4 0:2: :%%
1774655523.529173 cmd_parse_build_commands 0:0: select-window
1774655523.529179 cmd_parse_build_commands 0:1: -t
1774655523.529184 cmd_parse_build_commands 0:2: :%%
1774655523.529193 args_parse_flags: next -t
1774655523.529199 args_parse_flag_argument: -t = :%%
1774655523.529205 args_parse: flags end at 3 of 3
1774655523.529214 cmd_parse_build_commands: select-window -t ":%%"
1774655523.529220 args_parse_flags: next -T
1774655523.529226 args_parse_flag_argument: -T = window-target
1774655523.529232 args_parse_flags: next -pindex
1774655523.529237 args_parse_flag_argument: -p = index
1774655523.529243 args_parse: flags end at 4 of 5
1774655523.529251 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1774655523.529267 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1774655523.529273 args_parse_flags: next -N
1774655523.529278 args_parse_flag_argument: -N = Prompt for window index to select
1774655523.529284 args_parse_flags: next '
1774655523.529289 args_parse: flags end at 3 of 5
1774655523.529295 args_parse: 3 = ' (type STRING)
1774655523.529309 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1774655523.529330 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1774655523.529341 cmdq_get_command: [bind-key/0x7fea94f09d70] group 90
1774655523.529348 cmdq_append <global>: [bind-key/0x7fea94f09d70]
1774655523.529354 yylex_token: end at WS
1774655523.529359 yylex_token: bind
1774655523.529365 yylex_token: end at WS
1774655523.529371 yylex_token: -N
1774655523.529378 yylex_token: end at WS
1774655523.529384 yylex_token: Switch to previous client
1774655523.529390 yylex_token: end at WS
1774655523.529395 yylex_token: (
1774655523.529401 yylex_token: end at WS
1774655523.529407 yylex_token: switch-client
1774655523.529413 yylex_token: end at WS
1774655523.529418 yylex_token: -p
1774655523.529425 cmd_parse_build_commands 0:0: bind
1774655523.529443 cmd_parse_build_commands 0:1: -N
1774655523.529449 cmd_parse_build_commands 0:2: Switch to previous client
1774655523.529455 cmd_parse_build_commands 0:3: (
1774655523.529460 cmd_parse_build_commands 0:4 0:0: switch-client
1774655523.529466 cmd_parse_build_commands 0:4 0:1: -p
1774655523.529474 cmd_parse_build_commands 0:0: switch-client
1774655523.529480 cmd_parse_build_commands 0:1: -p
1774655523.529488 args_parse_flags: next -p
1774655523.529494 args_parse_flags: -p
1774655523.529499 args_parse: flags end at 2 of 2
1774655523.529507 cmd_parse_build_commands: switch-client -p
1774655523.529513 args_parse_flags: next -N
1774655523.529519 args_parse_flag_argument: -N = Switch to previous client
1774655523.529524 args_parse_flags: next (
1774655523.529530 args_parse: flags end at 3 of 5
1774655523.529535 args_parse: 3 = ( (type STRING)
1774655523.529543 args_parse: 4 = switch-client -p (type COMMANDS)
1774655523.529556 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1774655523.529565 cmdq_get_command: [bind-key/0x7fea94f0a4a0] group 102
1774655523.529570 cmdq_append <global>: [bind-key/0x7fea94f0a4a0]
1774655523.529577 yylex_token: end at WS
1774655523.529582 yylex_token: bind
1774655523.529588 yylex_token: end at WS
1774655523.529593 yylex_token: -N
1774655523.529600 yylex_token: end at WS
1774655523.529605 yylex_token: Switch to next client
1774655523.529611 yylex_token: end at WS
1774655523.529616 yylex_token: )
1774655523.529622 yylex_token: end at WS
1774655523.529627 yylex_token: switch-client
1774655523.529633 yylex_token: end at WS
1774655523.529638 yylex_token: -n
1774655523.529645 cmd_parse_build_commands 0:0: bind
1774655523.529650 cmd_parse_build_commands 0:1: -N
1774655523.529656 cmd_parse_build_commands 0:2: Switch to next client
1774655523.529661 cmd_parse_build_commands 0:3: )
1774655523.529667 cmd_parse_build_commands 0:4 0:0: switch-client
1774655523.529672 cmd_parse_build_commands 0:4 0:1: -n
1774655523.529679 cmd_parse_build_commands 0:0: switch-client
1774655523.529685 cmd_parse_build_commands 0:1: -n
1774655523.529693 args_parse_flags: next -n
1774655523.529699 args_parse_flags: -n
1774655523.529704 args_parse: flags end at 2 of 2
1774655523.529712 cmd_parse_build_commands: switch-client -n
1774655523.529718 args_parse_flags: next -N
1774655523.529723 args_parse_flag_argument: -N = Switch to next client
1774655523.529729 args_parse_flags: next )
1774655523.529734 args_parse: flags end at 3 of 5
1774655523.529740 args_parse: 3 = ) (type STRING)
1774655523.529747 args_parse: 4 = switch-client -n (type COMMANDS)
1774655523.529760 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1774655523.529768 cmdq_get_command: [bind-key/0x7fea94f0ab10] group 110
1774655523.529774 cmdq_append <global>: [bind-key/0x7fea94f0ab10]
1774655523.529780 yylex_token: end at WS
1774655523.529785 yylex_token: bind
1774655523.529791 yylex_token: end at WS
1774655523.529797 yylex_token: -N
1774655523.529803 yylex_token: end at WS
1774655523.529809 yylex_token: Rename current window
1774655523.529814 yylex_token: end at WS
1774655523.529820 yylex_token: ,
1774655523.529826 yylex_token: end at WS
1774655523.529832 yylex_token: command-prompt
1774655523.529838 yylex_token: end at WS
1774655523.529843 yylex_token: -I#W
1774655523.529849 yylex_token: end at WS
1774655523.529855 yylex_token: rename-window
1774655523.529860 yylex_token: end at WS
1774655523.529866 yylex_token: --
1774655523.529871 yylex_token: end at WS
1774655523.529876 yylex_token: %%
1774655523.529884 cmd_parse_build_commands 0:0: bind
1774655523.529889 cmd_parse_build_commands 0:1: -N
1774655523.529895 cmd_parse_build_commands 0:2: Rename current window
1774655523.529900 cmd_parse_build_commands 0:3: ,
1774655523.529907 cmd_parse_build_commands 0:4 0:0: command-prompt
1774655523.529913 cmd_parse_build_commands 0:4 0:1: -I#W
1774655523.529918 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1774655523.529924 cmd_parse_build_commands 0:4 0:2 0:1: --
1774655523.529942 cmd_parse_build_commands 0:4 0:2 0:2: %%
1774655523.529956 cmd_parse_build_commands 0:0: command-prompt
1774655523.529971 cmd_parse_build_commands 0:1: -I#W
1774655523.529981 cmd_parse_build_commands 0:2 0:0: rename-window
1774655523.529987 cmd_parse_build_commands 0:2 0:1: --
1774655523.529993 cmd_parse_build_commands 0:2 0:2: %%
1774655523.530000 cmd_parse_build_commands 0:0: rename-window
1774655523.530006 cmd_parse_build_commands 0:1: --
1774655523.530011 cmd_parse_build_commands 0:2: %%
1774655523.530020 args_parse_flags: next --
1774655523.530029 args_parse: flags end at 2 of 3
1774655523.530035 args_parse: 2 = %% (type STRING)
1774655523.530045 cmd_parse_build_commands: rename-window "%%"
1774655523.530054 args_parse_flags: next -I#W
1774655523.530061 args_parse_flag_argument: -I = #W
1774655523.530066 args_parse: flags end at 2 of 3
1774655523.530075 args_parse: 2 = rename-window "%%" (type COMMANDS)
1774655523.530090 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1774655523.530097 args_parse_flags: next -N
1774655523.530105 args_parse_flag_argument: -N = Rename current window
1774655523.530112 args_parse_flags: next ,
1774655523.530118 args_parse: flags end at 3 of 5
1774655523.530124 args_parse: 3 = , (type STRING)
1774655523.530138 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1774655523.530159 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1774655523.530173 cmdq_get_command: [bind-key/0x7fea94f0b250] group 118
1774655523.530180 cmdq_append <global>: [bind-key/0x7fea94f0b250]
1774655523.530189 yylex_token: end at WS
1774655523.530195 yylex_token: bind
1774655523.530202 yylex_token: end at WS
1774655523.530208 yylex_token: -N
1774655523.530217 yylex_token: end at WS
1774655523.530223 yylex_token: Delete the most recent paste buffer
1774655523.530229 yylex_token: end at WS
1774655523.530236 yylex_token: -
1774655523.530242 yylex_token: end at WS
1774655523.530248 yylex_token: delete-buffer
1774655523.530257 cmd_parse_build_commands 0:0: bind
1774655523.530263 cmd_parse_build_commands 0:1: -N
1774655523.530269 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1774655523.530274 cmd_parse_build_commands 0:3: -
1774655523.530280 cmd_parse_build_commands 0:4 0:0: delete-buffer
1774655523.530289 cmd_parse_build_commands 0:0: delete-buffer
1774655523.530296 args_parse: flags end at 1 of 1
1774655523.530305 cmd_parse_build_commands: delete-buffer
1774655523.530311 args_parse_flags: next -N
1774655523.530318 args_parse_flag_argument: -N = Delete the most recent paste buffer
1774655523.530323 args_parse_flags: next -
1774655523.530329 args_parse: flags end at 3 of 5
1774655523.530335 args_parse: 3 = - (type STRING)
1774655523.530342 args_parse: 4 = delete-buffer (type COMMANDS)
1774655523.530356 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1774655523.530365 cmdq_get_command: [bind-key/0x7fea94f0b3d0] group 130
1774655523.530371 cmdq_append <global>: [bind-key/0x7fea94f0b3d0]
1774655523.530377 yylex_token: end at WS
1774655523.530383 yylex_token: bind
1774655523.530389 yylex_token: end at WS
1774655523.530394 yylex_token: -N
1774655523.530401 yylex_token: end at WS
1774655523.530408 yylex_token: Move the current window
1774655523.530413 yylex_token: end at WS
1774655523.530419 yylex_token: .
1774655523.530425 yylex_token: end at WS
1774655523.530431 yylex_token: command-prompt
1774655523.530437 yylex_token: end at WS
1774655523.530442 yylex_token: -T
1774655523.530448 yylex_token: end at WS
1774655523.530453 yylex_token: target
1774655523.530459 yylex_token: end at WS
1774655523.530464 yylex_token: move-window
1774655523.530470 yylex_token: end at WS
1774655523.530476 yylex_token: -t
1774655523.530482 yylex_token: end at WS
1774655523.530487 yylex_token: %%
1774655523.530495 cmd_parse_build_commands 0:0: bind
1774655523.530501 cmd_parse_build_commands 0:1: -N
1774655523.530507 cmd_parse_build_commands 0:2: Move the current window
1774655523.530529 cmd_parse_build_commands 0:3: .
1774655523.530536 cmd_parse_build_commands 0:4 0:0: command-prompt
1774655523.530541 cmd_parse_build_commands 0:4 0:1: -T
1774655523.530547 cmd_parse_build_commands 0:4 0:2: target
1774655523.530552 cmd_parse_build_commands 0:4 0:3 0:0: move-window
